Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18565914234,"May 19, 2026, 9:41:46 AM",Easy run,Run,"",3600,10.00,,,false,,,,,,3600.0,3600.0,10000.0,,2.778,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2949BF72-3C4A-4503-BC9D-239B16F516E9.jpg
18556523305,"May 18, 2026, 3:13:05 PM",Legs,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,media/53B4929B-6A20-4CE0-9B88-17D62258C02F.jpg|media/8556ECC3-6A6E-426E-9814-E9CA0CEEF9A3.jpg
18540538871,"May 17, 2026, 8:10:10 AM",Long run,Run,"",8627,21.00,,,false,,,activities/18540538871.gpx,,,8627.0,8539.0,21001.1,9.78,2.459,151.8,146.7,406.8,518.9,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,21190.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434,941.7,,,,20708.0,0.0,,,,2.482,,,,,,,,,,,,media/6D4286D9-2DB4-406D-B4A1-4AA4523F68F2.mp4|media/5721DD04-F605-4A4B-BB48-BB4F325C48C5.jpg
18535394222,"May 16, 2026, 6:06:00 PM",Upperbody,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/B3E0BBCF-1DBC-4F67-80CF-F2E32824251C.jpg
18520637119,"May 15, 2026, 6:09:06 PM",Legs,Weight Training,"",5400,0,,,false,,,,,,5400.0,5400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/4532892D-4313-4A44-A22C-CE65FD9ECCFD.jpg
18513027724,"May 15, 2026, 6:00:13 AM",Easy + tempo,Run,"",3468,10.27,,,false,,,activities/18513027724.gpx,,,3468.0,3466.0,10269.3,4.82,2.963,55.9,62.6,406.6,454.7,26.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.961,0.0,,,,8782.0,0.0,,,,2.99,,,,,,,,,,,,media/9C88146F-0210-44ED-A7E5-03C929F6AE1D.jpg|media/539C455A-9CEB-4816-9BED-D1F64B9F089C.jpg
18488041243,"May 13, 2026, 8:49:05 AM",Easy run,Run,"",1896,5.63,,,false,,,activities/18488041243.gpx,,,1896.0,1846.0,5630.9,4.78,3.05,29.2,23.7,406.9,430.8,17.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5694.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,0.0,,,,4552.0,0.0,,,,3.085,,,,,,,,,,,,media/A3D2D6C9-ACBF-4EF7-BECD-5EE374263357.mp4|media/993EFFB1-EE73-4F8E-84B6-C68B5BB800B6.jpg
18482834107,"May 12, 2026, 8:26:04 PM",Tempo run,Run,"",2220,7.79,,,false,,,,,,2220.0,2220.0,7789.5,,3.509,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.509,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/381493E8-2AE6-4454-AA2A-B83B9E5EAE09.jpg
18469357695,"May 11, 2026, 8:18:33 PM",Heavy Legs + mobilty,Weight Training,"",5400,0,,,false,,,,,,5400.0,5400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,media/44B1A122-E927-4FB9-A142-0C4A14A36690.jpg|media/C0EEA1FF-EB11-4BE7-BB19-D1443B68DF53.jpg
18448370354,"May 10, 2026, 6:39:57 AM",Long run,Run,"",7702,20.75,,,false,,,activities/18448370354.gpx,,,7702.0,7552.0,20754.4,5.16,2.748,170.3,172.4,403.8,482.9,32.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,21254.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695,1011.6,,,,19088.0,0.0,,,,2.814,,,,,,,,,,,,media/14A67D91-BFA0-47BB-BF24-5FD0C60581C0.jpg
18444306908,"May 9, 2026, 8:41:10 PM",Upperbody,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/38756084-5E3D-483D-9C8B-D7BA3E0DEEC6.jpg
18430693677,"May 8, 2026, 5:18:00 PM",Renforcement + mobility,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/CBEBC816-7F2F-418B-A700-DBDB3838A1E4.jpg
18399489118,"May 6, 2026, 12:37:05 PM",Upperbody,Weight Training,"",5400,0,,,false,,,,,,5400.0,5400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/3694B930-941F-4776-BDD2-87BED5FFF7B4.jpg
18394869323,"May 6, 2026, 5:29:03 AM",Easy run,Run,"",1689,5.03,,,false,,,activities/18394869323.gpx,,,1689.0,1675.0,5034.7,5.48,3.006,32.4,41.4,386.9,417.4,19.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5056.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.981,0.0,,,,4320.0,0.0,,,,3.019,,,,,,,,,,,,media/6B9469F5-D2CD-4F94-8392-3C0452883EC4.mp4
18392101210,"May 5, 2026, 6:58:00 PM",Leg day + mobilty,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/988DD948-790E-4F73-973C-1A9C95D7B6FC.jpg|media/78040F2F-ACE8-4267-BC27-8E6F1E51384B.jpg|media/453520EF-4B42-470B-A296-2923A4445DF3.jpg
18357879347,"May 3, 2026, 9:39:20 AM",Long run,Run,"",5234,14.32,,,false,,,activities/18357879347.gpx,,,5234.0,5069.0,14324.9,5.02,2.826,25.3,23.5,1.9,10.0,9.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.737,671.0,,,,13206.0,0.0,,,,2.837,,,,,,,,,,,,media/B2602C16-75F0-4041-9100-F7EACAE88A31.mp4
18342012079,"May 2, 2026, 7:38:36 AM",Easy run,Run,"",1375,4.00,,,false,,,activities/18342012079.gpx,,,1375.0,1290.0,4004.2,4.4,3.104,9.9,9.5,4.0,8.6,7.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4026.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.912,316.9,,,,3422.0,0.0,,,,3.121,,,,,,,,,,,,media/C0B499A0-B18D-44C9-A3AF-28B37B277792.mp4
18332989818,"May 1, 2026, 12:36:57 PM",Lowerbody + core,Workout,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/486C4543-0024-45FA-BD05-831FEACAEB3B.jpg
18315743044,"Apr 30, 2026, 7:27:16 AM",6x80 intervals,Run,"",249,0.53,,,false,,,activities/18315743044.gpx,,,249.0,179.0,532.0,5.28,2.972,0.0,0.0,5.3,6.3,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,533.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.137,0.0,,,,354.0,0.0,,,,2.98,,,,,,,,,,,,""
18315660382,"Apr 30, 2026, 6:39:55 AM",Warmup,Run,"",2060,4.00,,,false,,,activities/18315660382.gpx,,,2060.0,1688.0,4002.0,3.5,2.371,7.8,6.4,0.1,8.7,14.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4028.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.943,0.0,,,,4420.0,0.0,,,,2.387,,,0.0,0.0,,,,0.0,,,,media/BC9F71AD-5D40-4F90-BF04-52B973500660.mp4
18304000797,"Apr 29, 2026, 10:13:27 AM",Easy run,Run,"",1675,4.00,,,false,,,activities/18304000797.gpx,,,1675.0,1533.0,4006.9,4.5,2.614,13.3,13.8,0.1,9.2,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4039.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.392,0.0,,,,3524.0,0.0,,,,2.635,,,,,,,,,,,,media/EBEF01F8-A688-4F29-A7DD-E1FB0071972F.mp4
18288492783,"Apr 28, 2026, 7:13:00 AM",2km+ 15 mins tempo+ 1km easy,Run,"",2464,6.00,,,false,,,activities/18288492783.gpx,,,2464.0,2005.0,6005.0,5.625,2.995,10.0,12.9,4.4,15.4,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6004.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.437,275.5,,,,5142.0,0.0,,,,2.995,,,0.0,0.0,,,,0.0,,,,media/87B7B6FC-7A3A-4F10-B07F-125644F45847.jpg
18274810648,"Apr 27, 2026, 6:24:25 AM",Easy run,Run,"",1849,3.44,,,false,,,activities/18274810648.gpx,,,1849.0,1243.0,3445.0,4.79,2.772,7.3,3.2,4.4,8.7,6.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3468.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.863,47.5,,,,3160.0,0.0,,,,2.791,,,,,,,,,,,,media/77773534-3393-466C-89EA-5546869A925E.jpg
18248689907,"Apr 25, 2026, 6:57:50 AM",Long run + reward ;),Run,Hamdulah 🤲,8459,15.64,,,false,,,activities/18248689907.gpx,,,8459.0,8284.0,15641.9,4.0,1.888,152.8,104.1,-0.7,58.7,48.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,16409.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.849,292.6,,,,16108.0,0.0,,,,1.981,,,0.0,0.0,,,,0.0,,,,media/3625D92B-4A38-400A-A474-E1FBCE7C0E6C.mp4|media/01F73FF5-3950-4593-BA71-84948356EB2D.jpg
18234905164,"Apr 24, 2026, 5:49:04 AM",Morning Run,Run,Rainy day,964,2.67,,,false,,,activities/18234905164.gpx,,,964.0,928.0,2674.8,4.88,2.882,12.9,3.2,4.4,16.5,11.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2732.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.775,363.9,,,,2388.0,0.0,,,,2.945,,,0.0,0.0,,,,0.0,,,,media/138EC9F5-5470-406D-A84C-FAC3D682CF37.jpg|media/2DC56F99-DE8F-461F-B450-8A5B78174FBB.jpg
18221898373,"Apr 23, 2026, 6:46:32 AM",Brick swim,Swim,"",1800,450,,,false,,,,,,1800.0,1800.0,450.0,,0.25,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/F562C0CD-20B2-45B4-B4FA-A1C3977E181F.jpg|media/097685EC-BE3B-463D-88F0-05BBA8609A02.jpg
18221571151,"Apr 23, 2026, 6:13:11 AM",200 x 4 intervals 1min rest,Run,"",428,1.06,,,false,,,activities/18221571151.gpx,,,428.0,244.0,1062.9,5.68,4.356,15.8,15.7,0.6,6.2,10.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1107.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.483,0.0,,,,726.0,0.0,,,,4.541,,,0.0,0.0,,,,0.0,,,,media/B963FBAF-DBAF-4350-A162-857E8669433D.mp4
18221432980,"Apr 23, 2026, 5:36:13 AM",Warmup,Run,"",1806,3.96,,,false,,,activities/18221432980.gpx,,,1806.0,1421.0,3965.3,5.56,2.79,7.0,12.9,1.5,8.5,16.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3962.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.196,257.6,,,,3566.0,0.0,,,,2.788,,,,,,,,,,,,media/56EA9423-0C68-4730-9DC3-9EC095000AE8.mp4
18203677060,"Apr 21, 2026, 7:58:51 PM",Leg day,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/DF398784-0E7F-49D7-B7FC-A0F3CBE6FD6A.jpg
18189628412,"Apr 20, 2026, 8:56:04 PM",Night run,Run,"",1800,4.50,,,false,,,,,,1800.0,1800.0,4500.0,,2.5,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/5B7B6F7D-696F-4733-979A-E1E14AF0D93F.mp4
18188411409,"Apr 20, 2026, 6:14:17 PM",Upper body,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/793292B3-7340-4F78-BFB7-3B460DBA1546.jpg|media/65226A29-BC0B-4360-AB9E-A99F0F823B72.jpg
18173120318,"Apr 19, 2026, 12:38:07 PM",Afternoon Hike,Hike,"",5597,2.52,,,false,,,activities/18173120318.gpx,,,5597.0,2149.0,2527.8,4.66,1.176,88.2,173.6,1131.2,1299.4,49.3,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452,0.0,,,,3454.0,0.0,,,,,,3454.0,0.0,0.0,,,,0.0,,,,media/4A417B4F-8DC5-4E3D-8E1B-181CC273AD08.jpg
18161219325,"Apr 18, 2026, 10:38:51 AM",Hike sekoura,Hike,"",21549,7.37,,,false,,,activities/18161219325.gpx,,,21549.0,6769.0,7369.2,3.8,1.089,247.3,75.0,1121.0,1314.2,50.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,0.0,,,,9890.0,0.0,,,,,,9890.0,0.0,0.0,,,,0.0,,,,media/51CF5121-CDFD-4225-B32F-0D0CE6D40BB5.jpg
18121135709,"Apr 15, 2026, 3:53:10 PM",Easy run,Run,"",4073,7.37,,,false,,,activities/18121135709.gpx,,,4073.0,2887.0,7371.4,4.62,2.553,10.8,7.0,4.4,8.6,9.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7400.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,299.8,,,,6376.0,0.0,,,,2.563,,,,,,,,,,,,media/98355BC9-540E-43AB-8C59-4EE30C87F866.jpg|media/50ED29F0-1F93-4C6B-9AA8-61091B439727.mp4
18100702327,"Apr 14, 2026, 6:26:58 AM",Recovery run,Run,"",2380,5.43,,,false,,,activities/18100702327.gpx,,,2380.0,2282.0,5438.8,4.38,2.383,21.9,7.0,4.4,19.7,17.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.285,352.5,,,,5664.0,0.0,,,,2.416,,,0.0,0.0,,,,0.0,,,,media/4F2BBD3D-2CF2-4F2A-B948-9FBEF55403F1.mp4|media/1281F384-AF82-426E-AD6B-3B29730FEFF0.jpg
18075344088,"Apr 12, 2026, 7:33:13 AM",Marathon 10 km,Run,"",3386,10.00,,,false,,,activities/18075344088.gpx,,,3386.0,3386.0,10002.0,11.82,2.954,57.2,58.9,366.0,404.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10053.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.954,0.0,,,,9260.0,0.0,,,,2.993,,,0.0,0.0,,,,0.0,,,,media/008E2F23-963A-4792-B427-E376859890D1.jpg
18066123661,"Apr 11, 2026, 12:09:29 PM",Upper body,Weight Training,2x Chest 2x back 1xshoulders 1x biceps 1xtriceps,3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/C89172A6-5E6E-43B6-BA5D-69549D70679F.mp4|media/3B6BE08A-9824-4E68-B449-CA6E817DCA65.jpg
18039137349,"Apr 9, 2026, 10:38:26 AM",27 mins recovery run,Run,"",1621,3.86,,,false,,,,,,1621.0,1621.0,3859.5,,2.381,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.381,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/2ADA483B-52D9-4ABA-8753-4FD7203A1333.mp4
18032296803,"Apr 8, 2026, 6:50:17 PM",Push day,Weight Training,"",2100,0,,,false,,,,,,2100.0,2100.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/0FE704CE-3B2F-45A5-B6B6-4DEAE7F28902.jpg|media/74499A0B-CAD7-4D40-AFD7-EFB5864A3062.jpg
17995419222,"Apr 6, 2026, 7:36:03 AM",Morning Run,Run,Calf pain :(,2005,2.11,,,false,,,activities/17995419222.gpx,,,2005.0,978.0,2110.3,3.54,2.158,4.1,3.2,4.1,8.5,8.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.053,18.7,,,,2136.0,0.0,,,,2.171,,,,,,,,,,,,media/3C3BF4F2-97D4-44CC-981E-FFCEBB4D5655.jpg
17983642023,"Apr 5, 2026, 7:04:42 AM",Morning Run,Run,"",3842,7.84,,,false,,,activities/17983642023.gpx,,,3842.0,3403.0,7843.0,3.64,2.305,7.1,7.1,3.9,8.6,10.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7861.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041,287.2,,,,8432.0,0.0,,,,2.31,,,,,,,,,,,,media/BEACF113-745F-4D78-AA2C-C8BD82156E5C.mp4|media/701CECBF-212E-49E2-8C32-DD9F79B2257B.jpg
17966535729,"Apr 3, 2026, 6:47:05 PM",Back + chest,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/C41DAED9-137F-4453-9929-FD1D9E35CA43.jpg|media/DD0CF0D3-6048-4F7F-8EFB-A1912E3B1187.jpg|media/784F4926-C1AA-47B8-B513-618C5E984791.jpg
17951906018,"Apr 2, 2026, 3:36:13 PM",Back day,Weight Training,"",2940,0,,,false,,,,,,2940.0,2940.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/FE2689EB-3B3B-4570-87DC-DD40CFEB57A7.jpg|media/7E4876A6-E558-41B6-8E44-9A2B2ACD932C.jpg
17929101743,"Mar 31, 2026, 5:29:36 PM",Leg day,Weight Training,"",5400,0,,,false,,,,,,5400.0,5400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/C380950C-878E-4A70-A94F-56568FAB1F54.jpg|media/255CA37A-46FB-48C9-8FC2-85B1F81D8A90.jpg|media/52CC8BA0-21A2-4823-BF29-0B35C1F96595.jpg
17912862362,"Mar 30, 2026, 1:34:02 PM",Push day,Weight Training,"",3602,0,,,false,,,,,,3602.0,3602.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/338A6F1A-474B-42C8-8824-2CE1868BFF8C.jpg|media/4C12FE17-4F94-40EC-93EC-77BE8719B29B.jpg
17898076453,"Mar 29, 2026, 9:01:46 AM",10 kms marathon,Run,"",3098,10.08,,,false,,,activities/17898076453.gpx,,,3098.0,3076.0,10085.7,8.9,3.279,50.5,52.7,366.0,392.8,8.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10135.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.256,0.0,,,,7840.0,0.0,,,,3.29,,,0.0,0.0,,,,0.0,,,,media/EB717947-B694-48CB-B0B7-F40BA0423769.jpg|media/061F324A-A302-4DBC-A3DD-D7A7DFDFED76.jpg
17888551094,"Mar 28, 2026, 12:31:44 PM",Back + chest,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/86AAFBBC-F48D-44B0-B134-EA9AF59DC4B0.jpg|media/6E55CF82-C5F3-4A83-BEE3-7A0921741579.jpg
17861958991,"Mar 26, 2026, 6:22:04 AM",Morning easy run,Run,"",1739,4.27,,,false,,,activities/17861958991.gpx,,,1739.0,1360.0,4272.6,4.64,3.142,23.9,21.0,406.3,424.5,24.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4341.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.457,0.0,,,,3618.0,0.0,,,,3.093,,,,,,,,,,,,media/820C0672-5537-47F2-A0D5-D0D2B64DC971.jpg|media/2FFE19BA-C867-442B-9F99-74DAED73D97C.jpg
17854729693,"Mar 25, 2026, 11:30:00 AM",Leg day + mobilty,Weight Training,"",5400,0,,,false,,,,,,5400.0,5400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/EAEDC0BA-EDCA-44AD-8F0E-37F913615409.jpg|media/4B8F031A-3832-42B1-B9B0-2D89F2D941F2.jpg|media/F92C7F58-3AF4-47C3-9514-D7423C6A5157.jpg|media/86E2493E-2A10-4BCE-B579-6DAE11AA3757.jpg
17843645712,"Mar 24, 2026, 5:10:49 PM",Pull day,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/88389230-D23D-4429-A276-927E7E1D04AB.jpg|media/7A659F58-351B-451C-A356-2C53F61EE7E3.jpg|media/B3C6705D-D33F-4F1C-8959-AA2B4FC728D9.jpg
17836417080,"Mar 24, 2026, 6:13:32 AM",Morning Run,Run,Easy run,1523,4.23,,,false,,,activities/17836417080.gpx,,,1523.0,1457.0,4233.0,4.18,2.905,23.6,17.9,406.9,424.5,18.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4298.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.779,0.0,,,,3562.0,0.0,,,,2.951,,,,,,,,,,,,media/237DF800-C856-498A-A0DE-9F559622E604.jpg
17744643981,"Mar 16, 2026, 5:07:43 PM",Afternoon run,Run,"",2424,6.41,,,false,,,activities/17744643981.gpx,,,2424.0,2334.0,6415.8,4.4,2.749,52.0,88.3,420.5,482.4,36.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6571.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.647,1448.1,,,,5348.0,0.0,,,,2.815,,,0.0,0.0,,,,0.0,,,,media/CBA0663A-56BE-4A04-B9F2-EAFB93227F99.jpg|media/47976601-1EE8-45E1-9D1F-D5B2BC1C1846.jpg
